id,nickname,title,body,rating,version,country,date
as_100030,omar365,Love it,Ordered fried chicken for the whole family for the match. Love it Love the app otherwise.,4,4.0.4,IE,2026-06-18T14:11:45Z
as_100031,adam_v92,Amazing. Thank you 😤,Amazing. Thank you 😤,5,4.0.4,ES,2026-06-18T19:35:57Z
as_100032,oliver_n83,Deal,WIN A FREE MEAL every day at papa-eats-prizes dot com,1,4.0.4,GB,2026-06-18T22:38:27Z
as_100033,anna2005,Best delivery app,Green Bowl through this app yesterday. 18 minutes door to door. Cheaper than the others too !!,4,4.0.4,AU,2026-06-18T23:03:03Z
as_100034,freya1982,curry Leaf through this,curry Leaf through this app on Sunday. 38 minutes door to door. Reordering is two taps.,5,4.0.3,ES,2026-06-18T23:48:17Z
as_100034,freya1982,curry Leaf through this,curry Leaf through this app on Sunday. 38 minutes door to door. Reordering is two taps.,5,4.0.3,ES,2026-06-18T23:48:17Z
as_100035,luke_789,Random,Alright. Some restaurants are overpriced on here Thx,3,4.0.4,IE,2026-06-19T01:57:52Z
as_100036,hannah_w52,Ok,Fine for what it is.,3,4.0.3,US,2026-06-19T04:49:08Z
as_100037,maya.v,Ordered tacos for the,Ordered tacos for the whole family at lunch. Cheaper than the others too.,5,4.0.3,US,2026-06-19T05:13:30Z
as_100038,emma.m,Best delivery app,Been using PapaEats for 13 months now. The scheduled delivery thing is genius for the office Sort it please.,5,4.0.3,FR,2026-06-19T08:00:57Z
as_100039,nadia2002,Right. been using PapaEats,Right. been using PapaEats for 9 months now. Brilliant,5,4.0.3,GB,2026-06-19T09:06:20Z
as_100040,leah1992,21 orders in and,21 orders in and not a single problem. 10/10,4,4.0.3,GB,2026-06-19T11:14:54Z
as_100041,mia1990,Hmm,"Decent app, a bit slow sometimes.",3,4.0.3,GB,2026-06-19T11:35:43Z
as_100042,amara_991,Excellent,The promo codes are generous and actually work for me.,5,4.0.3,IN,2026-06-19T14:47:51Z
as_100043,louis.w,My go-to app for,My go-to app for Friday night takeaways 🍕 😩,5,4.0.3,CA,2026-06-19T20:44:44Z
as_100044,ravi_c26,Top app,My go-to app for Friday night takeaways 🍕,5,4.0.3,ES,2026-06-20T04:40:15Z
as_100045,anna_c35,Perfect,🔥🔥🔥 anyone else?,5,4.0.3,GB,2026-06-20T05:36:27Z
as_100046,layla1991,Superb,Not sure if anyone reads these but My go-to app for Friday night takeaways 🍕,5,4.0.3,US,2026-06-20T14:01:06Z
as_100047,aisha_b26,Recommended,"Quick, reliable, great support when something goes wrong.",5,4.0.3,GB,2026-06-20T14:50:51Z
as_100048,rosa_h29,"Hey team, logged out","Hey team, logged out randomly and now the code won't come through",3,4.0.3,GB,2026-06-20T19:39:26Z
as_100049,omar2003,Quick one: found Wing,Quick one: found Wing Kings on here and it's now our regular. 10/10.,5,4.0.3,GB,2026-06-21T04:04:30Z
as_100050,oliver1998,Perfect,"Quick indian after work, arrived early. Love it.",5,4.0.3,GB,2026-06-21T04:10:13Z
as_100051,aaron_o37,Do better,ETA said 25 mins. Took 45. Refund please.,3,4.0.4,ES,2026-06-21T04:45:13Z
as_100052,aisha_k3,Great app,Been using PapaEats for 12 months now. Brilliant.,4,4.0.4,IE,2026-06-21T07:30:04Z
as_100053,marcusx778,Never had a problem,Never had a problem with the app but the delivery times lately are terrible. Come on.,3,4.0.3,US,2026-06-21T10:55:53Z
as_100054,dan1994,Great app,this app has replaced cooking in my house.,5,4.0.3,DE,2026-06-22T02:21:29Z
as_100055,noah_o82,Recommended,So many restaurants near me that I didn't know existed.,5,4.0.3,CA,2026-06-22T06:08:55Z
as_100056,oliver1998,Ordered indian for the,"Ordered indian for the whole family on Sunday. Simple, fast, reliable.",4,4.0.3,FR,2026-06-22T11:16:44Z
as_100057,yasmin_z25,Superb,Just works. Love the live tracking 😤,5,4.0.4,IE,2026-06-22T11:35:57Z
as_100058,sofia1997,Hmm,The restaurant's own website is cheaper.,3,4.0.3,US,2026-06-22T14:45:11Z
as_100059,sofia_o51,Just so you know,"Just so you know, Ordered vegan bowls for the whole family on Friday. Zero complaints",5,4.0.3,GB,2026-06-22T20:15:13Z
as_100060,will.w,Perfect,"Quick, reliable, great support when something goes wrong",4,4.0.4,IE,2026-06-22T22:50:07Z
as_100061,anna.t,Brilliant,The reorder button is genius.,5,4.0.4,GB,2026-06-22T23:15:16Z
as_100062,meera.z,Top app,Ordered pho for the whole family on Friday. The tracking is spot on.,5,4.0.3,IN,2026-06-23T03:24:05Z
as_100063,george1981,Top app,"Just so you know, Found Bao House on here and it's now our regular. Great selection round here.",5,4.0.3,GB,2026-06-23T08:58:44Z
as_100064,lukas_721,Excellent,Cheaper than the other apps and better restaurants,4,4.0.3,DE,2026-06-23T10:41:01Z
as_100065,george_b10,Service fee plus delivery,Service fee plus delivery fee plus small order fee. It's getting silly. Third time this month.,1,4.0.4,FR,2026-06-23T12:05:13Z
as_100066,ethan.e,Never fails,🔥🔥🔥,5,4.0.4,AU,2026-06-23T14:19:31Z
as_100067,callum.t,Friday night pasta sorted,Friday night pasta sorted in about 34 minutes. Would recommend.,5,4.0.4,US,2026-06-23T15:18:37Z
as_100068,lukas.j,Never fails,Ordered ramen from Wing Kings for teh match and it arrived in 23 minutes. Zero complaints.,4,4.0.3,DE,2026-06-23T20:40:03Z
as_100069,pierre1981,Idea,Please respect the system dark mode setting.,4,4.0.3,AU,2026-06-23T23:49:25Z
as_100070,arjunx834,Love it,Found Nonna's on here and it's now our regular. The tracking is spot on.,4,4.0.3,AU,2026-06-24T00:43:56Z
as_100071,ben208,Second time my order,Second time my order has gone to the wrong address. Not impressed.,2,4.0.3,GB,2026-06-24T01:04:32Z
as_100072,leo_j66,Food arrived cold. 61,Food arrived cold. 61 minutes for a 20 minute delivery. Come on.,3,4.0.3,US,2026-06-24T04:29:45Z
as_100073,aaron2002,Excellent,ordered pizza for the whole family on sunday. five stars.,5,4.0.4,US,2026-06-24T14:22:12Z
as_100074,sam.v,Ok,Works well most of the time.,3,4.0.3,GB,2026-06-24T14:46:02Z
as_100075,alfie_p98,Hmm,Good enough.,3,4.0.4,US,2026-06-24T17:14:26Z
as_100076,marcusx778,Perfect,"Found Istanbul Grill on here and it's now our regular. Simple, fast, reliable.",5,4.0.3,FR,2026-06-24T22:42:28Z
as_100077,samx746,Never fails,Ordered indian for the whole family yesterday. Would recommend.,5,4.0.3,FR,2026-06-25T04:09:30Z
as_100078,rosax734,Ugh. Friday night sushi,Ugh. Friday night sushi sorted in about 40 minutes. Reordering is two taps.,5,4.0.4,ES,2026-06-25T04:49:17Z
as_100079,noah.n,Brilliant,Friday night pho sorted in about 34 minutes. Would recommend Please look into it.,5,4.0.4,DE,2026-06-25T07:39:18Z
as_100080,will.s,love it,love it,4,4.0.4,IE,2026-06-25T10:21:47Z
as_100081,kai.z,Wrong order,"Late, cold, and missing the sauce. Great. Disappointed.",1,4.0.3,GB,2026-06-25T13:26:08Z
as_100082,hugo_c52,Love it,"Quick, reliable, great support when something goes wrong",4,4.0.4,GB,2026-06-25T15:58:09Z
as_100083,dev_b89,Just so you know,"Just so you know, 🔥🔥🔥",5,4.0.4,US,2026-06-25T23:29:49Z
as_100084,alfie.t,"Honestly, great selection of","Honestly, great selection of local restaurants. Five stars Sort it please.",5,4.0.4,GB,2026-06-26T02:40:43Z
as_100085,freya.o,Hmm,Not bad. Wish there were more restaurants in my area.,3,4.0.4,CA,2026-06-26T06:13:20Z
as_100086,marcus_z13,Five stars,love it. Ordered in 30 seconds and the food came hot Thx,5,4.0.4,AU,2026-06-26T09:45:17Z
as_100087,zara_o41,Best delivery app,Found Souvlaki Bros on here and it's now our regular. Reordering is two taps.,5,4.0.4,ES,2026-06-26T14:34:39Z
as_100088,elena_m65,quick indian for the,"quick indian for the match, arrived early. Cheaper than the others too.",5,4.0.4,FR,2026-06-26T15:30:29Z
as_100089,diego_e1,Better than the big,Better than the big apps for my area. Way more choice.,5,4.0.4,CA,2026-06-26T18:52:38Z
as_100090,george2000,Great app,The Pie Shop through this app for the match. 34 minutes door to door. Keep it up Please look into it.,5,4.0.4,GB,2026-06-26T19:52:25Z
as_100091,lukas_172,Great app,FYI easy peasy Thx,5,4.0.4,CA,2026-06-26T23:18:49Z
as_100092,anya2003,Love it,been using PapaEats for 12 months now. Love it.,4,4.0.4,DE,2026-06-26T23:29:59Z
as_100093,leah1992,Hmm,meh. it works.,3,4.0.3,FR,2026-06-27T10:29:50Z
as_100094,leo1992,So easy,great app 👍,5,4.0.3,GB,2026-06-27T11:07:35Z
as_100095,hugo_v37,Recommended,ordered pizza for the whole family on friday. would recommend.,5,4.0.3,GB,2026-06-27T13:17:10Z
as_100096,rubyx903,OTP text takes 10,OTP text takes 10 minutes to arrive. By then it's expired.,1,4.0.3,FR,2026-06-27T13:28:46Z
as_100097,emma.w,The scheduled delivery feature,The scheduled delivery feature is brilliant for office lunches,4,4.0.4,GB,2026-06-27T15:50:28Z
as_100098,rosa598,Top tier app,Top tier app,5,4.0.4,GB,2026-06-27T20:34:54Z
as_100098,rosa598,Top tier app,Top tier app,5,4.0.4,GB,2026-06-27T20:34:54Z
as_100099,keira_753,Thoughts,"Decent app, a bit slow sometimes.",3,4.0.4,ES,2026-06-27T22:15:06Z
as_100100,yasmin922,Great app,"so, been using papaeats for 10 months now. exactly what a delivery app should be.",5,4.0.3,US,2026-06-28T00:38:20Z
as_100101,max_c57,Ordered vegan bowls for,Ordered vegan bowls for the whole family yesterday. Never lets me down.,4,4.0.4,GB,2026-06-28T01:48:32Z
as_100102,meera_l47,So good 😍,So good 😍,5,4.0.4,IN,2026-06-28T02:45:45Z
as_100103,hannah.j,been using PapaEats for,been using PapaEats for 7 months now. Love it.,4,4.0.3,FR,2026-06-28T16:46:38Z
as_100104,grace_k31,Five stars,Found Nonna's on here and it's now our regular. Zero complaints.,5,4.0.3,US,2026-06-28T16:53:58Z
as_100105,meerax812,Do better,Got half my order. Support gave me a £2 credit. Insulting. Third time this month !!,1,4.0.4,IE,2026-06-28T23:05:14Z
as_100106,ruby_z68,Best delivery app,33 orders in and not a single problem. Would recommend Thanks.,5,4.0.4,IE,2026-06-29T01:33:39Z
as_100107,luke_d2,Never fails,Just works. Love the live tracking.,5,4.0.3,US,2026-06-29T13:23:17Z
as_100108,pierre1986,Love it,Amazing. Thank you Sort it please.,4,4.0.4,GB,2026-06-29T14:22:35Z
as_100108,pierre1986,Love it,Amazing. Thank you Sort it please.,4,4.0.4,GB,2026-06-29T14:22:35Z
as_100109,will_z7,Best delivery app,"Hey team, so many restaurants near me that I didn't know existed",4,4.0.3,AU,2026-06-29T14:27:59Z
as_100110,grace_c45,The reorder button is,The reorder button is genius.,5,4.0.4,GB,2026-06-29T21:08:45Z
as_100111,georgex150,So easy,40 orders in and not a single problem. Cheaper than the others too.,4,4.0.4,GB,2026-06-29T21:58:57Z
as_100112,aaron2005,Hmm,Fine for what it is.,3,4.0.3,US,2026-06-30T00:33:09Z
as_100113,yasmin_v95,So easy,customer support sorted my missing item in five minutes. impressed.,5,4.0.3,AU,2026-06-30T03:32:47Z
as_100114,josh_c36,So easy,Delivery drivers are always friendly. Great app,4,4.0.3,ES,2026-06-30T03:51:37Z
as_100115,layla_i29,Recommended,23 orders in and not a single problem. Best delivery app I've used.,5,4.0.4,CA,2026-06-30T05:10:12Z
as_100115,layla_i29,Recommended,23 orders in and not a single problem. Best delivery app I've used.,5,4.0.4,CA,2026-06-30T05:10:12Z
as_100116,ethan472,"So, Ordered thai for","So, Ordered thai for the whole family on Sunday. Simple, fast, reliable.",5,4.0.3,GB,2026-06-30T06:17:23Z
as_100117,jake.i,Suggestion,"The app needs a dark theme, everything else on my phone is dark Thx",5,4.0.3,IN,2026-06-30T08:09:35Z
as_100118,anna_z18,Never fails,Not sure if anyone reads these but The reorder button is genius.,4,4.0.3,AU,2026-06-30T13:49:12Z
as_100119,max1997,Disappointed,The refund for my missing items took 8 days. Come on.,2,4.0.3,ES,2026-06-30T14:33:20Z
as_100120,jess1993,Late again,waited 70 minutes then got a 'restaurant is busy' cancellation. Refund please,1,4.0.4,US,2026-06-30T21:20:59Z
as_100121,mateo.o,Never fails,"Honestly, 10/10 would recommend Please look into it.",4,4.0.3,GB,2026-06-30T22:20:04Z
as_100122,ravi_e63,Best delivery app,Ugh. Found The Pie Shop on here and it's now our regular. Food was hot. Perfect.,4,4.0.4,FR,2026-07-01T00:17:07Z
as_100123,oliver_v11,So easy,10/10 would recommend.,5,4.0.3,CA,2026-07-01T01:10:49Z
as_100123,oliver_v11,So easy,10/10 would recommend.,5,4.0.3,CA,2026-07-01T01:10:49Z
as_100124,tom1988,Missing items,The refund for my missing items took 8 days. Refund please 😩,1,4.0.3,CA,2026-07-01T01:40:30Z
as_100125,jess_369,Not sure if anyone,Not sure if anyone reads these but amazing. Thank you Sort it please.,4,4.0.4,GB,2026-07-01T05:18:02Z
as_100126,aaron.f,Superb,The reorder button is genius.,4,4.0.4,US,2026-07-01T20:45:58Z
as_100127,nadia_e90,"So, 22 orders in","So, 22 orders in and not a single problem. Brilliant Love the app otherwise.",5,4.0.3,GB,2026-07-01T22:33:42Z
as_100128,freya2003,Top app,"Five stars, no notes.",4,4.0.4,IE,2026-07-02T04:16:16Z
as_100129,george.m,Found Pho 24 on,Found Pho 24 on here and it's now our regular. The tracking is spot on.,5,4.0.3,GB,2026-07-02T09:14:45Z
as_100130,ben1989,Cold food,"Hi, taco Loco sent the wrong dish and nobody answers the chat. Disappointed 😩",2,4.0.4,US,2026-07-02T09:47:23Z
as_100131,aisha_807,Best delivery app,"Easy to use even for my mum, which says a lot Please look into it.",5,4.0.3,ES,2026-07-02T10:57:04Z
as_100132,elena297,love it ,love it !!,5,4.0.3,CA,2026-07-02T12:52:11Z
as_100133,maya_r52,Superb,"quick kebab for movie night, arrived early. Reordering is two taps Love the app otherwise.",4,4.0.3,FR,2026-07-02T17:35:31Z
as_100134,ivy_k58,Top app,"fantastic service, the driver was lovely and the food was perfect.",5,4.0.3,IN,2026-07-02T17:53:21Z
as_100135,emma1980,"So, The promo codes","So, The promo codes are generous and actually work for me.",4,4.0.3,FR,2026-07-03T04:39:44Z
as_100136,george.m,Do better,Ugh. never had a problem with the app but the delivery times lately are terrible. Third time this month.,1,4.0.4,US,2026-07-03T05:06:08Z
as_100137,anya_752,Never fails,Friday night ramen sorted in about 18 minutes. Love it.,5,4.0.3,FR,2026-07-03T06:45:41Z
as_100138,elenax730,Wrong order,Curry Leaf cancelled my order after 30 minutes of waiting. Do better,1,4.0.3,ES,2026-07-03T07:01:14Z
as_100139,aaron_h28,The reorder button is,The reorder button is genius.,5,4.0.4,GB,2026-07-03T08:12:05Z
as_100140,adam1981,Great app,Been using PapaEats for 3 months now. Brilliant Anyone else?,4,4.0.3,IN,2026-07-03T17:42:32Z
as_100141,louis1981,Best delivery app,found wing kings on here and it's now our regular. keep it up.,4,4.0.4,GB,2026-07-04T07:55:55Z
as_100142,fatima_n8,Help,How do I delete my account? Thx,4,4.0.4,CA,2026-07-04T08:40:46Z
as_100143,emma1988,Recommended,found nonna's on here and it's now our regular. big fan,5,4.0.3,ES,2026-07-04T15:21:58Z
as_100144,leo.n,So easy,Love it. Ordered in 30 seconds and the food came hot Love the app otherwise.,4,4.0.4,ES,2026-07-04T19:03:21Z
as_100144,leo.n,So easy,Love it. Ordered in 30 seconds and the food came hot Love the app otherwise.,4,4.0.4,ES,2026-07-04T19:03:21Z
as_100145,isla_b59,Not sure if anyone,Not sure if anyone reads these but 23 orders in and not a single problem. Love it.,5,4.0.4,GB,2026-07-04T20:52:49Z
as_100146,sofia_340,Brilliant,FYI 35 orders in and not a single problem. The scheduled delivery thing is genius for the office.,5,4.0.4,FR,2026-07-04T21:10:58Z
as_100147,zara1981,Perfect,"Absolutely brilliant. Ordered at 7, ate at 7:25 Thx",5,4.0.3,GB,2026-07-04T22:27:41Z
as_100148,leah1993,Love it,the promo codes are generous and actually work for me.,5,4.0.3,FR,2026-07-04T23:05:42Z
as_100149,louis_g43,Hmm,Not bad. Wish there were more restaurants in my area.,3,4.0.3,GB,2026-07-04T23:43:01Z
as_100150,theo_r64,So easy,Just works... Love the live tracking,4,4.0.4,AU,2026-07-05T04:55:44Z
as_100151,keira_p14,Love it,"Honestly, Been using PapaEats for 7 months now. Simple, fast, reliable.",5,4.0.4,US,2026-07-05T07:45:40Z
as_100152,ivy_k58,Brilliant,Ordered fried chicken for the whole family on Friday... Cheaper than the others too.,4,4.0.3,DE,2026-07-05T10:17:29Z
as_100153,arjun_j12,Superb,this app has replaced cooking in my house.,4,4.0.3,FR,2026-07-05T13:41:24Z
as_100154,ruby1986,🔥🔥🔥,🔥🔥🔥,5,4.0.4,IN,2026-07-05T14:10:18Z
as_100155,aisha_c64,"Hey team, Decent app","Hey team, Decent app, a bit slow sometimes.",3,4.0.4,DE,2026-07-05T23:50:03Z
as_100156,ellax967,So easy,friday night pho sorted in about 36 minutes. Love it Please look into it.,4,4.0.4,GB,2026-07-06T03:52:19Z
as_100157,ben_i23,Info,How do I delete my account?,5,4.0.3,US,2026-07-06T05:29:11Z
as_100158,maya1995,Recommended,33 orders in and not a single problem. five stars.,5,4.0.4,ES,2026-07-06T08:29:39Z
as_100159,rosa1982,36 orders in and,36 orders in and not a single problem. Best delivery app I've used Anyone else?,4,4.0.4,GB,2026-07-06T08:43:37Z
as_100160,ethan_w40,Five stars,40 orders in and not a single problem. So easy Thanks.,4,4.0.3,US,2026-07-06T10:32:56Z
as_100161,kai122,Ordered kebab from Sakura,Ordered kebab from Sakura for the match and it arrived in 27 minutes. Big fan,5,4.0.3,DE,2026-07-06T22:24:55Z
as_100162,louis_t76,Perfect,"easy to use even for my mum, which says a lot.",4,4.0.3,IN,2026-07-07T00:38:05Z
as_100163,luke_a67,Excellent,"Hey team, fast delivery and the app never crashes. Keep it up.",4,4.0.3,GB,2026-07-07T01:59:28Z
as_100164,arjun1984,Wrong order,Delivery took over an hour and the curry was freezing. Sort it out Cheers.,2,4.0.4,US,2026-07-07T02:06:25Z
as_100165,luke.m,Top app,Not sure if anyone reads these but ordered poke for the whole family after work. Driver was lovely Thanks.,4,4.0.4,ES,2026-07-07T03:52:46Z
as_100166,priya2001,Quick question,Can I change my order after placing it?,3,4.0.4,GB,2026-07-07T10:26:59Z
as_100166,priya2001,Quick question,Can I change my order after placing it?,3,4.0.4,GB,2026-07-07T10:26:59Z
as_100167,will_776,Never fails,really nice app... payment is quick and i like the receipts.,4,4.0.3,GB,2026-07-07T11:34:38Z
as_100168,nadia.n,Perfect,"quick, reliable, great support when something goes wrong Cheers.",5,4.0.4,GB,2026-07-07T21:40:01Z
as_100169,tara1994,Perfect,Ugh. friday night greek sorted in about 20 minutes. Never lets me down.,5,4.0.4,GB,2026-07-08T02:48:28Z
as_100170,lukas.d,Never fails,This app has replaced cooking in my house.,5,4.0.4,US,2026-07-08T05:22:25Z
as_100171,hannah_556,Ok,Fine for what it is.,3,4.0.3,FR,2026-07-08T10:27:31Z
as_100172,kenji_l62,Never fails,Ordered kebab from Taco Loco for the match and it arrived in 40 minutes. Brilliant.,5,4.0.3,GB,2026-07-08T13:31:43Z
as_100173,dev28,Help,Is there a family account option? 😩,3,4.0.3,IN,2026-07-08T14:48:24Z
as_100174,will.w,love it,love it,4,4.0.3,FR,2026-07-08T22:37:47Z
as_100174,will.w,love it,love it,4,4.0.3,FR,2026-07-08T22:37:47Z
as_100175,ninax779,"Hi, Quick, reliable, great","Hi, Quick, reliable, great support when something goes wrong.",5,4.0.3,US,2026-07-08T23:06:01Z
as_100176,jess1993,Never fails,18 orders in and not a single problem. Big fan.,5,4.0.3,IE,2026-07-08T23:21:27Z
as_100177,mateo_a23,Right. burger Barn through,Right. burger Barn through this app at lunch. 23 minutes door to door. Keep it up.,5,4.0.3,FR,2026-07-09T01:29:46Z
as_100178,robx297,Love it,So good 😍,4,4.0.3,FR,2026-07-09T05:44:12Z
as_100179,george.m,Brilliant,Cheaper than teh other apps and better restaurants,4,4.0.3,GB,2026-07-09T06:50:33Z
as_100180,adam1981,Superb,Easy peasy.,4,4.0.3,GB,2026-07-09T13:16:48Z
as_100181,sofia_w1,Great app,"Quick kebab for movie night, arrived early. 10/10.",4,4.0.3,AU,2026-07-09T15:11:06Z
as_100182,sara1993,So easy,My go-to app for Friday night takeaways 🍕,4,4.0.4,DE,2026-07-09T15:29:05Z
as_100183,mia_f4,Best delivery app,"quick poke yesterday, arrived early. brilliant.",5,4.0.4,FR,2026-07-09T17:42:58Z
as_100184,ethan547,Customer support sorted my,Customer support sorted my missing item in five minutes. Impressed.,4,4.0.3,GB,2026-07-09T18:41:21Z
as_100185,amara_t2,Fine for what it,Fine for what it is 😩,3,4.0.4,GB,2026-07-09T22:08:00Z
as_100186,freya.e,Great app,Been using PapaEats for 7 months now. Would recommend,4,4.0.4,AU,2026-07-10T02:04:08Z
as_100187,leo2005,Great app,Easy peasy Love teh app otherwise.,5,4.0.3,US,2026-07-10T08:11:07Z
as_100188,layla1992,Never fails,"Hi, friday night thai sorted in about 26 minutes. Love it.",5,4.0.4,US,2026-07-10T08:38:33Z
as_100189,yasmin.v,Top app,Ordered ramen for the whole family after work. Big fan.,4,4.0.3,US,2026-07-10T15:48:54Z
as_100190,hannah_m28,How do I,how do i delete my account? sort it please.,3,4.0.4,US,2026-07-10T17:40:39Z
as_100191,luke53,found Golden Dragon on,found Golden Dragon on here and it's now our regular... So easy.,5,4.0.4,GB,2026-07-10T21:45:08Z
as_100192,finn1990,Brilliant,"Not sure if anyone reads these but Istanbul Grill through this app yesterday. 31 minutes door to door. Simple, fast, reliable Cheers.",5,4.0.4,IE,2026-07-11T12:56:16Z
as_100193,callum_368,Poor service,"Missing items, again. Paid for 3, got 2. Sort it out.",1,4.0.4,US,2026-07-11T13:04:11Z
as_100194,isla1996,Brilliant,yum,4,4.0.3,DE,2026-07-11T13:22:05Z
as_100195,keira.n,Superb,Big fan. Please add more restaurants in Leeds though.,5,4.0.3,US,2026-07-11T13:29:35Z
as_100196,jess1983,Recommended,Cheaper than the other apps and better restaurants Sort it please.,5,4.0.3,GB,2026-07-11T18:40:26Z
as_100197,george_d34,Ordered poke from Golden,Ordered poke from Golden Dragon for the match and it arrived in 40 minutes. Keep it up.,5,4.0.4,AU,2026-07-11T21:59:49Z
as_100198,nina_751,Great app,"Been using PapaEats for a year, never lets me down.",4,4.0.4,GB,2026-07-12T00:08:31Z
as_100199,grace_g15,22 orders in and,22 orders in and not a single problem. Food was hot. Perfect.,5,4.0.3,US,2026-07-12T02:10:02Z
as_100200,callum.d,Excellent,The app is so smooth. Reordering my usual takes two taps.,5,4.0.3,GB,2026-07-12T02:34:05Z
as_100201,arjun907,My go-to app for,My go-to app for Friday night takeaways 🍕 Please look into it.,4,4.0.4,GB,2026-07-12T03:39:39Z
as_100202,mia1992,Brilliant,Really nice app. Payment is quick and I like teh receipts.,5,4.0.4,IN,2026-07-12T06:19:50Z
as_100203,louis_g53,Excellent,love it,5,4.0.4,FR,2026-07-12T07:24:58Z
as_100204,ben1998,Recommended,The reorder button is genius Thx,5,4.0.3,ES,2026-07-12T09:43:11Z
as_100205,theo_b12,"Five stars, no notes","Five stars, no notes 😩",5,4.0.3,AU,2026-07-13T06:37:34Z
as_100206,ella.v,Easy to use even,"Easy to use even for my mum, which says a lot.",5,4.0.3,DE,2026-07-13T11:57:22Z
as_100207,fatima_888,Thoughts,Good app but the service fee keeps creeping up.,3,4.0.3,IN,2026-07-13T14:51:59Z
